status,race_id,event_slug,event_name,race_name,date,distance_km,elevation_gain_m,city,province,official_url,admin_url,gpx_url,source,confidence,evidence,notes,uploaded,upload_status
found,c7a74e73-67ae-4005-a65c-95a023c95723,urdazubiko-kontrabandisten-lasterketa,Urdazubiko Kontrabandisten Lasterketa,Gaueko Lanak,2026-10-10,11,650,Urdazubi / Urdax,Navarra,https://pyreneeschrono.fr/evenement/urdazubiko-kontrabandisten-lasterketa/,https://www.trailrunningcal.com/es/e/urdazubiko-kontrabandisten-lasterketa,https://eu.wikiloc.com/ibilbide-mendi-lasterketak/urdazubiko-kontrabandisten-lasterketa-gaueko-lanak-2019-39266340,wikiloc,medium,"Wikiloc 'Urdazubiko kontrabandisten lasterketa: Gaueko Lanak 2019': 9.65 km / 485 m vs 11 km / 650 m in the DB. The organizer describes Gaueko Lanak as a 9.5 km night race with 500 m of gain, matching this file rather than the DB figure.",Distance is 12% short of the DB but matches the organizer's own description; the catalogue figure looks high.,,
needs_review,d7edd84a-ae1e-4a6f-a86f-3288da588d61,urdazubiko-kontrabandisten-lasterketa,Urdazubiko Kontrabandisten Lasterketa,Gaueko Lanak + Maratoi erdia,2026-10-10,32,1700,Urdazubi / Urdax,Navarra,https://pyreneeschrono.fr/evenement/urdazubiko-kontrabandisten-lasterketa/,https://www.trailrunningcal.com/es/e/urdazubiko-kontrabandisten-lasterketa,,,,"Combined entry: this row is the Gaueko Lanak (9.65 km) plus the Maratoi erdia (21.29 km) run as one classification, and 32 km / 1700 m in the DB is close to their sum.",The two component tracks are the files assigned to rows 526 and 527. There is no single combined file; decide with Ruben whether this row should hold one of them or be merged.,,
not_found,f263dcd4-2322-4bbd-94ed-94fb6018926f,zubietako-mendi-lasterketa,Zubietako Mendi Lasterketa,,2026-10-10,12,640,Zubieta,Navarra,https://inscripcion.kirolprobak.com/inscripcion/ii-zubietako-mendi-lasterketa/?lang=es,https://www.trailrunningcal.com/es/e/zubietako-mendi-lasterketa,,,,"12 km / 640 m; no candidate. II edition (first run 11 Oct 2025); kirolprobak registration only, no organizer site; no Wikiloc recording under the race name (only other Navarra/Basque towns' mendi lasterketak).","Zubieta, Navarra.",,"skipped: I/II edition, no track, no recording"
not_found,e07ac447-3ea2-4bc1-a5e5-f81916297634,campionat-maqui-castelltallat,Cursa Muntanya Castelltallat,,2026-10-11,5,150,Castelltallat,Barcelona,https://www.campionatmaqui.cat/cursa-castelltallat-14km-5km/,https://www.trailrunningcal.com/es/e/campionat-maqui-castelltallat,,,,5 km / 150 m; no candidate. The short popular option has no Wikiloc recording; campionatmaqui.cat publishes no track.,Same event as row 530.,,skipped: no recording for the 5 km option
not_found,ba750eca-5578-420c-92bc-9498d27f618d,campionat-maqui-castelltallat,Cursa Muntanya Castelltallat,,2026-10-11,14,300,Castelltallat,Barcelona,https://www.campionatmaqui.cat/cursa-castelltallat-14km-5km/,https://www.trailrunningcal.com/es/e/campionat-maqui-castelltallat,,,,"14.5 km / 300 m; no in-window candidate. campionatmaqui.cat hosts no track. Wikiloc: 'Castelltallat Campionat Maqui' (id 86636903) recorded Oct 2021 = 14.66 km / 401 m (>4 yrs); 'Cursa castelltallat 2018' (id 29601769) older still. The organizer states the course 'adds new sections each year' ('La feréstega'), so an old edition can't be trusted.",XV edition; Castelltallat (Sant Mateu de Bages).,,skipped: only recordings are >4 yrs old and the course changes yearly
needs_review,6b0a4cb2-478c-42d5-90f5-3fe8287b8d31,cursa-de-tivissa,Cursa de Tivissa,Marcha,2026-10-11,8,644,Tivissa,Tarragona,https://www.cursativissa.cat/cursa,https://www.trailrunningcal.com/es/e/cursa-de-tivissa,,,,Marcha 8/644 = same course as row 532 (route titled 'Cursa Exprés i Marxa per Muntanya de Tivissa').,See row 532 (official Wikiloc id 280369609).,,needs_review: walk row; see row 532
found,4c5813fe-6b49-4322-bb38-4d08c5a3684b,cursa-de-tivissa,Cursa de Tivissa,Cursa Absoluta,2026-10-11,19,970,Tivissa,Tarragona,https://www.cursativissa.cat/cursa,https://www.trailrunningcal.com/es/e/cursa-de-tivissa,https://www.wikiloc.com/trail-running-trails/cursa-de-muntanya-de-tivissa-8251331,wikiloc,medium,"Wikiloc 'Cursa de Muntanya de Tivissa': 14.04 mi = 22.59 km / 4055 ft = 1236 m vs 19 km / 970 m in the DB. Loop from Tivissa via Sant Blai, Coll del Ventall and La Tossa.","Distance is 19% over, just inside the +-20% rule; the course has varied by edition. Alternative: ca.wikiloc.com/rutes-cursa-de-muntanya/7a-cursa-de-muntanya-de-tivissa-3495634.",,
needs_review,32cc31c7-9ace-4d8c-942d-e51e3fdd8c41,cursa-serra-de-les-fites,Serra de les Fites,Marcha,2026-10-11,13,350,La Pobla de Massaluca,Tarragona,https://serradelesfites.org/,https://www.trailrunningcal.com/es/e/cursa-serra-de-les-fites,,,,Marxa 13/350 = same course as row 535 (route titled 'Cursa SDLF Curta i Marxa').,See row 535 (official Wikiloc id 271836964).,,needs_review: walk row; see row 535
found,4d0f62f7-433b-4a3a-bbd3-e3fea2b5ea70,cursa-serra-de-les-fites,Serra de les Fites,Cursa Llarga,2026-10-11,25,1100,La Pobla de Massaluca,Tarragona,https://serradelesfites.org/,https://www.trailrunningcal.com/es/e/cursa-serra-de-les-fites,https://www.wikiloc.com/running-trails/cursa-serra-de-les-fites-47619244,wikiloc,medium,Wikiloc 'Cursa Serra de les Fites': 13.65 mi = 21.96 km / 2638 ft = 804 m vs 25 km / 1100 m in the DB. Loop from la Pobla de Massaluca over the Serra de les Fites.,Distance is 12% short and elevation 27% short; the route name matches the event but states no edition. Verify before use.,,
not_found,50ce7a70-be9f-4546-8288-8c2f7244a480,endino-trail,Endino Trail,Trail,2026-10-11,13,,Suano,Cantabria,https://www.gedsports.com/race/endino-trail-2026,https://www.trailrunningcal.com/es/e/endino-trail,,,,"Trail 13 km; no candidate. The 2026 Endino Trail has only a 22 km Trail (row 541), a 13 km Andarines march (row 542) and a kids' peque-trail - no 13 km trail race. This row appears to duplicate the 13 km Andarines.","Suano, Cantabria; gedsports registration. Likely a catalogue duplicate of row 542.",,skipped: no 13 km trail race in the event
needs_review,a6f657b2-6c7b-4fb4-90af-01ef795cd3d3,endino-trail,Endino Trail,Marcha,2026-10-11,13,631,Suano,Cantabria,https://www.gedsports.com/race/endino-trail-2026,https://www.trailrunningcal.com/es/e/endino-trail,,,,Marcha 13/631 = the Andarines 13 km march; follows part of the 22 km Trail course (row 541). No dedicated 13 km recording found.,See row 541 (official Wikiloc id 139146325) for the full course.,,needs_review: walk row; partial of row 541 course
not_found,424b4401-37a2-4f71-bcae-4c00c2f87e47,espaseta-backyard-ultra,Espaseta Backyard Ultra,Espaseta Backyard Bellpuig Caminada - 6K,2026-10-11,6.7,,Bellpuig,Lleida,https://sites.google.com/view/espasetabackyardbellpuig/normativa-espaseta?authuser=0,https://www.trailrunningcal.com/es/e/espaseta-backyard-ultra,,,,"Walk over the same 6.7 km backyard lap as the race, which itself has no track (see row 509).",Lap format. Retry after the race.,,
not_found,90be4599-e44e-4570-b715-a0d536423e99,trail-arona,Trail Arona,Carrera,2026-10-11,10,647,Arona,Santa Cruz de Tenerife,https://inscripciones.chronotrackcanarias.com/inscripcion/i-trail-arona-2026/,https://www.trailrunningcal.com/es/e/trail-arona,,,,"Carrera 10/647; no candidate. I edition (I Trail Arona 2026 - Memorial Oscar Hernandez), point-to-point Valle San Lorenzo -> Arona. Gesport Canarias registration only, no organizer site, no Wikiloc recording of the race.","Arona, Tenerife; first edition.",,"skipped: I edition, no site, no recording"
not_found,86f2a3ca-6639-41b4-ab9c-1befc5a53359,trail-monte-comado,Trail Monte Comado,Trail,2026-10-11,17,1000,Barreiros,Lugo,https://ccnorte.com/evento/detalle/id/3220/x-trail-monte-comado,https://www.trailrunningcal.com/es/e/trail-monte-comado,,,,"Trail 17/1000; no candidate. The X-edition event runs a 12 km course (organizer's own Wikiloc id 146362559 = 12.11 km / 701 m) and a 26 km course; there is no 17 km course. The only 17 km-distance Wikiloc route (id 108857615, 17.49 km / 633 m, rec. 2022) is a generic hiking route with a mismatched elevation profile.","Barreiros/San Miguel de Reinante, Lugo; ccnorte registration, no track.",,skipped: no 17 km course in the event; only-fit route is generic hiking
found,28226adb-addd-46b8-91da-529ab5f65db3,trail-puerta-del-infierno,Trail Puerta del Infierno,Marcha,2026-10-11,9,400,Fuertescusa,Cuenca,https://timingrace.com/formulario-inscripci/2026-ix-trail-puerta-del-infierno/,https://www.trailrunningcal.com/es/e/trail-puerta-del-infierno,https://es.wikiloc.com/rutas-senderismo/fuertescusa-trail-puerta-del-infierno-2024-senderista-190387863,wikiloc,medium,Wikiloc 'Fuertescusa Trail puerta del infierno 2024 senderista': 10.97 km / 390 m vs 9 km / 400 m in the DB. Elevation matches almost exactly and the route name states the event's senderista modality.,"Distance is 22% over, just outside the +-20% rule, but the near-exact elevation and the explicit modality name make this the walk's own file. The DB's 9 km may be low.",,
not_found,28b33311-94b0-43b6-972c-194474a68ccb,trail-puerta-del-infierno,Trail Puerta del Infierno,Trail,2026-10-11,15,950,Fuertescusa,Cuenca,https://timingrace.com/formulario-inscripci/2026-ix-trail-puerta-del-infierno/,https://www.trailrunningcal.com/es/e/trail-puerta-del-infierno,,,,"Trail 15/950; no candidate. Only the ~25-26 km long course (Wikiloc 'Trail Puerta del Infierno 2024' id 190323218 = 25.03 km / 1337 m, = row 552) and the ~9 km senderista (row 550) are recorded; no 15 km medium-course recording.","Fuertescusa, Cuenca; Club Deportivo el Costeron; timingrace registration.",,skipped: only the long course and the senderista are recorded
needs_review,5cb77717-2462-4849-a18d-e7e00ba1915c,brama-stage-run,Brama Stage Run,Brama Stage Run - 60K,2026-10-16,60,3200,Ribes de Freser,Girona,https://brama.run,https://www.trailrunningcal.com/es/e/brama-stage-run,,,,"Three-day stage race; 60 km / 3200 m is the aggregate of the shorter stage option, with no single file published.",Same organizer account as row 563: wikiloc.com/wikiloc/user.do?id=1843526.,,
needs_review,ee524d7d-1910-4f1d-95bc-6fef0f316501,brama-stage-run,Brama Stage Run,Brama Stage Run - 80K,2026-10-16,80,4400,Ribes de Freser,Girona,https://brama.run,https://www.trailrunningcal.com/es/e/brama-stage-run,,,,"Three-day stage race; 80 km / 4400 m is an aggregate, with no single file published.",Same organizer account as row 563: wikiloc.com/wikiloc/user.do?id=1843526.,,
needs_review,11fdfb0c-6b5a-4b13-b68a-0aff1a5edaab,brama-stage-run,Brama Stage Run,Brama Stage Run - 100K,2026-10-16,100,6100,Ribes de Freser,Girona,https://brama.run,https://www.trailrunningcal.com/es/e/brama-stage-run,,,,"Brama Stage Run is a three-day stage race and the 100 km / 6100 m in the DB is the aggregate of its stages; the organizer publishes one Wikiloc file per stage, not one for the total.","Organizer's Wikiloc account: wikiloc.com/wikiloc/user.do?id=1843526 (BiFree Sports), which holds the per-stage tracks. Decide with Ruben whether a stage race should hold one file per stage or none.",,
needs_review,63a59e67-4cd4-4929-85f8-3960fd5c6eb3,aramotz-mendi-lasterketa,Aramotz Mendi Lasterketa,Marcha,2026-10-17,15,800,Amorebieta-Etxano,Bizkaia,https://inscripciones.kronoak.com/es/evento/aramotz-mendi-lasterketa-2026,https://www.trailrunningcal.com/es/e/aramotz-mendi-lasterketa,https://es.wikiloc.com/wikiloc/view.do?id=210281383,official,high,"Mendi Martxa 15/800; walk row with its own dedicated 15 km course (distinct from the 12K/22K races). aramotzmendilasterketa.eus/es/mendi-martxa-2 embeds Wikiloc 'ARAMOTZ MENDI MARTXA 2026' (id 210281383, author ZORNOTZA MENDI TALDEA); page states 15 km / 800 m = DB exactly. Parsed 14.77 km.",Track extracted to data/gpx/aramotz-martxa-15k.gpx; race_id 63a59e67-4cd4-4929-85f8-3960fd5c6eb3. Not applied per the walk-row rule.,,"needs_review: walk row; official track extracted, ready for manual apply"
not_found,33de1148-ae78-43fd-b7bf-369e319fd280,backyard-costa-brava,Backyard Costa Brava,Backyard Costa Brava Palamós - 7K,2026-10-17,6.7,170,Palamós,Girona,https://www.instagram.com/backyardcostabrava/,https://www.trailrunningcal.com/es/e/backyard-costa-brava,,,,Backyard ultra: a repeated 6.7 km lap run hourly until one runner remains. The event has only an Instagram profile and almost nobody uploads the lap track.,"Lap format. If a track is ever needed, it is a single ~6.7 km loop in Palamos.",,
not_found,e8647da4-88ef-4de4-b19e-f55ef1ed7b31,cursa-i-caminada-dia-de-la-dona-rural,Cursa i caminada Dia de la Dona Rural,,2026-10-17,7,150,Riudecanyes,Tarragona,https://webtretzesports.wixsite.com/caminadadonarural,https://www.trailrunningcal.com/es/e/cursa-i-caminada-dia-de-la-dona-rural,,,,7 km course with 150 m of gain; the official wixsite publishes no track and no Wikiloc recording matches under the Dia de la Dona Rural name.,Very short course in Riudecanyes. Retry after the race.,,
not_found,54633cd1-6432-4e50-95a1-27c35281574a,cursa-i-caminada-dia-de-la-dona-rural,Cursa i caminada Dia de la Dona Rural,Marcha,2026-10-17,7,150,Riudecanyes,Tarragona,https://webtretzesports.wixsite.com/caminadadonarural,https://www.trailrunningcal.com/es/e/cursa-i-caminada-dia-de-la-dona-rural,,,,"Walk over the same 7 km course as the cursa, with identical figures in the DB; the wixsite page publishes no track and no matching recording was found.",Very short course. Never assign a race track to the walk. Retry after the race.,,
needs_review,10c897f3-61eb-487a-975a-619cbecb32a7,la-desertica,La Desértica,Marcha Equipos,2026-10-17,71,1632,Almería,Almería,https://www.ladesertica.es/,https://www.trailrunningcal.com/es/e/la-desertica,,,,"Teams format over the same 71 km course as the individual Marcha, with identical figures in the DB.","Neither row has a track yet: ladesertica.es links only one unlabelled Google Drive file (drive.google.com/file/d/1uqvwns-d19bytupEGi9wYsfJ9qoZ_KwH/view), most likely the reglamento. Check that file, and if it is the course, assign it to row 586.",,
not_found,9c8cd39a-466f-47bb-bdab-6a6af5b82458,la-desertica,La Desértica,Marcha Individual,2026-10-17,71,1632,Almería,Almería,https://www.ladesertica.es/,https://www.trailrunningcal.com/es/e/la-desertica,,,,"The official ladesertica.es links a single unlabelled Google Drive file, which is not identified as a track, and no Wikiloc recording matches 71 km / 1632 m under the La Desertica name.","VIII edition, a 71 km desert crossing from Almeria. Check the Drive file by hand: drive.google.com/file/d/1uqvwns-d19bytupEGi9wYsfJ9qoZ_KwH/view.",,
found,3f72bbfa-e028-441c-822f-a26d80986a53,la-nocturna-trinxavambes,La Nocturna Trinxavambes,Trail 21km,2026-10-17,21,1000,Vallromanes,Barcelona,https://misports.cat/curses/nocturna-trinxavambes/,https://www.trailrunningcal.com/es/e/la-nocturna-trinxavambes,https://www.wikiloc.com/hiking-trails/la-nocturnatrinxavambes-2026-la-llarga-definitiva-269880486,official,high,"The official misports.cat page embeds this Wikiloc track, titled 'LA NOCTURNATRINXAVAMBES 2026. LA LLARGA DEFINITIVA': 13.21 mi = 21.26 km / 2907 ft = 886 m vs 21 km / 1000 m in the DB.","Organizer-vouched track for the current 2026 edition, marked definitiva.",,"skipped: Wikiloc track is hand-drawn on a map, not GPS-recorded"
,aaa3f9ad-4bd2-4890-9913-d23966805f54,marcha-cueva-del-gato,Marcha Cueva del Gato,Marcha Corta,2026-10-17,26,966,Benaoján,Málaga,https://www.dorsalchip.es/carrera/2026/10/17/13_Edicion_Marcha_Cueva_del_Gato.aspx,https://www.trailrunningcal.com/es/e/marcha-cueva-del-gato,,,,,,,
,a70627da-b00f-4d62-b282-55ef146afcbf,marcha-cueva-del-gato,Marcha Cueva del Gato,Marcha Larga,2026-10-17,43,1379,Benaoján,Málaga,https://www.dorsalchip.es/carrera/2026/10/17/13_Edicion_Marcha_Cueva_del_Gato.aspx,https://www.trailrunningcal.com/es/e/marcha-cueva-del-gato,,,,,,,
not_found,09e151e4-a4fc-4b8c-a9eb-2cc02eeea2d8,ruta-de-las-canteras-murcia-trail,Ruta de las Canteras Murcia Trail,Marcha,2026-10-17,10,751,Fortuna,Murcia,https://www.alcanzatumeta.es/ruta-de-las-canteras-murcia-trail-2026/,https://www.trailrunningcal.com/es/e/ruta-de-las-canteras-murcia-trail,,,,"Walk over the same 10 km course as the Trail, with identical figures in the DB; the alcanzatumeta.es page publishes no track and no matching recording was found.",Never assign a race track to the walk. Retry after the race.,,
needs_review,e77b6c56-5dc8-4f13-aa05-018f03e8820e,ruta-de-las-canteras-murcia-trail,Ruta de las Canteras Murcia Trail,Relevos,2026-10-17,20,,Fortuna,Murcia,https://www.alcanzatumeta.es/ruta-de-las-canteras-murcia-trail-2026/,https://www.trailrunningcal.com/es/e/ruta-de-las-canteras-murcia-trail,,,,Relevos 20 km; relay format (a split of a longer course). No individual course row at 20 km and no relay recording on Wikiloc.,"Fortuna, Murcia; alcanzatumeta registration.",,needs_review: relay row; no matching individual course or recording
found,c44c3849-b8c8-4bb2-bf5d-79579df2feb4,teneguia-trail,Teneguía Trail,Distancia larga,2026-10-17,25,1200,Los Canarios,Santa Cruz de Tenerife,https://inscripciones.chronotrackcanarias.com/inscripcion/teneguia-trail-2026/,https://www.trailrunningcal.com/es/e/teneguia-trail,https://www.wikiloc.com/trail-running-trails/teneguia-trail-2024-31k-runnun-app-160635323,wikiloc,medium,Wikiloc 'Teneguia trail 2024 - 31k': 19.41 mi = 31.23 km / 5433 ft = 1656 m vs 25 km / 1200 m in the DB. Loop from Los Canarios via the Faro de Fuencaliente and the Mirador del Teneguia.,"Distance is 25% over, outside the +-20% rule, but it is the event's only long course; the DB's 25 km may be an older or shortened edition. Verify before use.",,
needs_review,1b24cacf-f7e1-44af-aac1-cbbb33427ea1,trail-buciero-escal,Trail Buciero Escal,Marcha,2026-10-17,13,733,Santoña,Cantabria,https://trailbuciero.com/,https://www.trailrunningcal.com/es/e/trail-buciero-escal,https://es.wikiloc.com/wikiloc/view.do?id=267659183,official,high,"Marcha 'Trailuco Andarín' 13/733; walk row with its own dedicated course. trailbuciero.com/trailuco-andarin/ embeds Wikiloc 'Trail Buciero Santoña - Circuito Andarín 2026' (id 267659183, author aemtrasmiera = organizing club); page states 13.4 km / 733 m = DB near-exact. Parsed 13.0 km.",Track extracted to data/gpx/trail-buciero-andarin-13k.gpx; race_id 1b24cacf-f7e1-44af-aac1-cbbb33427ea1. Not applied per the walk-row rule.,,"needs_review: walk row; official track extracted, ready for manual apply"
needs_review,2ed228f5-6171-4be6-8b51-7d3289a4d2db,trail-la-cangrexa,Trail La Cangrexa,Marcha,2026-10-17,10,250,Barcia,Asturias,https://inscripciones.empa-t.com/inscripcion/trail-la-cangrexa-2026/,https://www.trailrunningcal.com/es/e/trail-la-cangrexa,,,,"Marcha 10/250; walk row. Small local Asturian race (empa-t registration, no organizer site). Wikiloc has only the generic signposted 'Ruta de la Cangrexa' coastal PR routes, none the race course.","Barcia (Valdés), Asturias. See row 613 for the Speed Trail (competitive course).",,"needs_review: walk row; small local race, no recording"
not_found,821a7aa5-dcd7-4f29-a2ad-7144a1708a4e,trail-la-cangrexa,Trail La Cangrexa,Speed Trail de la Cangrexa,2026-10-17,14,650,Barcia,Asturias,https://inscripciones.empa-t.com/inscripcion/trail-la-cangrexa-2026/,https://www.trailrunningcal.com/es/e/trail-la-cangrexa,,,,"Speed Trail 14/650; no candidate. Wikiloc has only the signposted 'Ruta de la Cangrexa' coastal PR route (a hiking route developed by the Ayuntamiento de Valdés + Grupo de Montaña El Estoupo), not the race course. empa-t registration, no organizer site.","Barcia (Valdés), Asturias. Row 612 (Marcha) is the walk sibling.",,"skipped: only the signposted PR hiking route exists, not the race"
not_found,dbd107e6-651a-45c8-929c-e0fa8e2cf37f,trail-las-rozasrun,Trail Las RozasRun,Trail Familiar,2026-10-17,5,85,Las Rozas de Madrid,Madrid,https://mmxe.tyrproducciones.com/,https://www.trailrunningcal.com/es/e/trail-las-rozasrun,,,,Trail Familiar 5/85; = 1 lap of the same circuit as row 614. No track published.,Same event/circuit as row 614.,,"skipped: N-lap circuit format, no track published"
not_found,7e5a5811-aada-4af2-90b3-78e79826cfd5,trail-las-rozasrun,Trail Las RozasRun,Trail competitivo,2026-10-17,10,170,Las Rozas de Madrid,Madrid,https://mmxe.tyrproducciones.com/,https://www.trailrunningcal.com/es/e/trail-las-rozasrun,,,,"Trail competitivo 10/170; N-lap circuit format. 'Recorrido único para todas las distancias' - 5K = 1 lap, 10K = 2 laps, 21K = 4 laps (relay), 85 m per lap on a fast dirt circuit in La Dehesa de Navalcarbón. mmxe.tyrproducciones.com carries only a recorrido.jpg, no track.",Las Rozas de Madrid; tyrproducciones.,,"skipped: N-lap circuit format, no track published"
needs_review,d387b640-aba2-4f5d-a4d4-9f8333dc23c3,aragon-sur,Aragón Sur,Marcha,2026-10-18,17,450,Teruel,Teruel,https://grupoalpinojavalambre.com/aragonsur/page/as2026.html,https://www.trailrunningcal.com/es/e/aragon-sur,,,,Marcha 17/450 = same figures as row 625 (Clásica 17/450). Shares that course.,See row 625 (official .gpx.zip).,,needs_review: walk row; see row 625
not_found,ec3c9c87-3ef2-4e93-b2a4-a6a506a2dc98,canon-do-sil-a-decana,Canón do Sil “A Decana”,,2026-10-18,7,370,Parada de Sil,Ourense,https://fedgalmon.gal/eventos/,https://www.trailrunningcal.com/es/e/canon-do-sil-a-decana,,,,7/370; no candidate. Same as row 636 - only the long course is recorded; no Mini Carrera Popular (7 km) recording.,"Parada de Sil, Ourense.",,skipped: only the 33 km long course is recorded
not_found,7a995150-1df2-4182-b80d-10285180df2d,canon-do-sil-a-decana,Canón do Sil “A Decana”,,2026-10-18,17,950,Parada de Sil,Ourense,https://fedgalmon.gal/eventos/,https://www.trailrunningcal.com/es/e/canon-do-sil-a-decana,,,,"17/950; no candidate. Only the ~33 km long course is recorded on Wikiloc ('Trail Canon do Sil 2021' id 87263057 = row 635; 'XVI Trail Canon do Sil' id 150694573). No Media (17 km) recording; the PR-G 98 signposted route is a different, longer course (per PROCEDURE). Organizer publishes no tracks (fedgalmon.gal).","Parada de Sil, Ourense; Carreira Cañón do Sil - A Decana.",,skipped: only the 33 km long course is recorded
not_found,883a3265-c5ac-42ee-b025-98b14ed8b79b,cxm-miranda-de-ebro,CxM Miranda de Ebro,Marcha,2026-10-18,15,600,Miranda de Ebro,Burgos,https://inscripciones.fclm.com/es/evento/campeonato-de-castilla-y-leon-de-carreras-por-montana-en-linea-por-clubes-cxm-miranda-de-ebro?auto=1&frm=0&stop=0&tit=1,https://www.trailrunningcal.com/es/e/cxm-miranda-de-ebro,,,,"The Marcha row carries the same 15 km / 600 m figures as the Trail Popular, so the DB holds no distinct walk course and nothing identifies a separate track.",Never assign the race track to the walk. Retry when the organizer publishes the walk course.,,
needs_review,3ab866d6-3007-48ca-95a7-dee425ea809f,desafio-cucon,Desafío Cucón,Marcha,2026-10-18,7,,Fuencaliente,Ciudad Real,https://carreras.dxtchiprun.es/carrera/desafio-cucon-2026,https://www.trailrunningcal.com/es/e/desafio-cucon,,,,Marcha 7 km; the 7.5 km 'Senderismo Cucón' hiking route. No dedicated recording; the event's trail courses are the 13 km short (row 653) and 29 km long (row 654).,"Fuencaliente, Ciudad Real; dxtchiprun registration.",,"needs_review: walk row; 7.5 km senderismo, no recording"
needs_review,0a1a7c8f-0dc2-42ae-ae62-1c3f94a1c7f3,desafio-cucon,Desafío Cucón,Marcha,2026-10-18,13,500,Fuencaliente,Ciudad Real,https://carreras.dxtchiprun.es/carrera/desafio-cucon-2026,https://www.trailrunningcal.com/es/e/desafio-cucon,,,,"Marcha 13/500 = same figures as row 653 (Mini Desafío 13/500, applied). The Senderismo Cucón 13 km follows the Mini Desafío short course.",See row 653 (Wikiloc 'recorrido corto Desafío Cucón 2024').,,needs_review: walk row; see row 653
needs_review,69a96d3a-5cf2-46c9-b817-64433bbdd77e,dubra-trail-subida-o-castelo-de-portomeiro,Dubra Trail - Subida O Castelo de Portomeiro,Marcha,2026-10-18,12,450,Val do Dubra,A Coruña,https://inscripciones.empa-t.com/inscripcion/v-dubra-trail-subida-o-castelo-de-portomeiro-2026/?lang=es,https://www.trailrunningcal.com/es/e/dubra-trail-subida-o-castelo-de-portomeiro,,,,Marcha 12/450; walk row. No recording; see rows 655/656 for the trail courses (none has a usable track).,"Val do Dubra, A Coruña.",,needs_review: walk row; no track
needs_review,091415f4-8a0f-40a4-91bc-b185fbd0c3f5,dubra-trail-subida-o-castelo-de-portomeiro,Dubra Trail - Subida O Castelo de Portomeiro,Trail Curto,2026-10-18,14,700,Val do Dubra,A Coruña,https://inscripciones.empa-t.com/inscripcion/v-dubra-trail-subida-o-castelo-de-portomeiro-2026/?lang=es,https://www.trailrunningcal.com/es/e/dubra-trail-subida-o-castelo-de-portomeiro,https://es.wikiloc.com/rutas-carrera-por-montana/dubra-trail-curto-1oed-18401023,wikiloc,low,Wikiloc 'Dubra trail (curto) 1oed': 17.09 km / 719 m vs 14 km / 700 m in the DB. Elevation almost exact but the distance runs 22% over the row.,"First edition, run from Portomouro; the 2026 V edition starts at Portomeiro, so the course has probably changed. Verify before using.",,
not_found,07142caf-3671-41ff-9a87-66536787d00d,dubra-trail-subida-o-castelo-de-portomeiro,Dubra Trail - Subida O Castelo de Portomeiro,Trail Longo,2026-10-18,22,1000,Val do Dubra,A Coruña,https://inscripciones.empa-t.com/inscripcion/v-dubra-trail-subida-o-castelo-de-portomeiro-2026/?lang=es,https://www.trailrunningcal.com/es/e/dubra-trail-subida-o-castelo-de-portomeiro,,,,Trail Longo 22/1000; no candidate. Wikiloc has only generic Val do Dubra / Castelo de Portomeiro hiking routes (~16-17 km). No 22 km race recording. The event moved venue (Portomouro -> Portomeiro) so any pre-2023 recording is invalid (per PROCEDURE).,"V edition, Val do Dubra, A Coruña; empa-t registration; emesports.es carries no track.",,"skipped: no race recording; venue moved, old files invalid"
needs_review,d6ca7d4e-c3f3-43f1-bf67-d9025592c506,pujada-a-sant-nofre,Pujada a Sant Nofre,Marcha,2026-10-18,5,,Sant Joan,Illes Balears,https://www.elitechip.net/index.php?idcomp=7380265&zwprint=1&zwshow=compdet,https://www.trailrunningcal.com/es/e/pujada-a-sant-nofre,,,,Marcha 5 km; walk row. No recording for the short course (see row 665).,"Sant Joan, Mallorca.",,needs_review: walk row; no track
not_found,0958e277-1156-4c32-808a-38e5bec55e1d,pujada-a-sant-nofre,Pujada a Sant Nofre,Cursa,2026-10-18,7,200,Sant Joan,Illes Balears,https://www.elitechip.net/index.php?idcomp=7380265&zwprint=1&zwshow=compdet,https://www.trailrunningcal.com/es/e/pujada-a-sant-nofre,,,,"Cursa 7/200; no candidate. Only the long lap is recorded ('Pujada a Sant Nofre, volta llarga' id 41617881 = 12.95 km, used by row 666). No 'volta curta' (7 km) recording; only generic Puig de Sant Nofre hiking loops.","XIII edition, Sant Joan, Mallorca; elitechip registration, no organizer site.",,skipped: only the long lap is recorded
not_found,b8e3209e-b470-4450-8b33-a4a7796590fb,trail-de-la-contraviesa,Trail de la Contraviesa,Mini Trail Ruta del Gato,2026-10-18,12,600,Albuñol,Granada,https://mail.global-tempo.com/carreras.php?id=3204,https://www.trailrunningcal.com/es/e/trail-de-la-contraviesa,,,,"Mini Trail Ruta del Gato 12/600; no candidate. No dedicated Mini Trail recording. The signposted 'Ruta del Gato' is a hiking route, not the race (per PROCEDURE); the event's only trail recording is the ~28-30 km long course (id 183564810 / the one on row 672, which is hand-drawn). In 2024 the Mini Trail was only 9 km.","Albuñol, Granada; global-tempo registration.",,skipped: no Mini Trail recording; Ruta del Gato is a signposted hiking route
